Luutonen Väinö,Pikku-Matti maailmalla (1947)
Zane Aladdin,Low Fidelity (2011)
Monty Mike,Trois filles dans le vent (1981)
Brouwer Tiffany,The Introduction (2012)
Betz Matthew,The Fighting Marshal (1931)
Hinz Werner (I),Schicksal (1942)
Ceder Manel,Sinfonia cotidiana (2009)
Albers Hans,Es blasen die Trompeten (1926)
Tinn John A.,Womaneater (1958)
Ravenscroft Thurl,The Glenn Miller Story (1954)
Rodriguez Jose Luis (II),Bravo (1998)
Taeger Uta,Goodbye Again (1961)
Shangguan Lingfeng,Yong zheng da po shi ba tong ren (1976)
O'Boyle Matt,Test 113 (2012)
Linson Harry,A Theft in the Dark (1915)
Greco Joel S.,Finding North (1998)
Lennox Kai,Heartwood (1998)
Worcester Alec,The Silence of Richard Wilton (1913)
Vaswani Vivek,Tukkaa Fitt (2012)
Daudert Charlott,Der Theodor im Fußballtor (1950)
Hill Al (I),I've Always Loved You (1946)
Goulu Michel,La grande crue de 1910 (1978)
Gwit Lech,Ostatni prom (1989)
Rafield Felecia,Planet Ibsen (2005)
Montagud Filiberto,Miguelón o el último contrabandista (1933)
Wise Thomas A.,Blue Grass (1915)
Chamberlin Clay,Simple (2012)
Dalban Max,La chienne (1931)
Dunne Mark,Disco Pigs (2001)
Dilion Colton,Now Playing (2012)
Bakhchiyev K.,My iz dzhaza (1984)
Murphy Benjayx,All Stars (2013)
Åhs Caroline,Jag och Johan (2007)
Ha Ping,Jiu shi shen gun (1995)
Labrano Andrés,El remanso (1938)
Woldenga Gisela,Hush (2008/IV)
Stevenson Gus,Deadwood Park (2007)
Toll Meghan,Stolen Heart (1998)
Balderston Sofia,Psychic Brats (2012)
Dutton Charles S.,Blind Faith (1998)
Cintra Luís Miguel,Demain? (2011)
Ricci Michelle (II),Inseparable Bonds (2004)
Asinas Ronald,Ang babaeng putik (2000)
Bleackley Miriam,Boy (2004)
Vitobello Vincenzo,Come parli frate? (1974)
Gordillo Armando,Vengarse matando (1997)
Hodzic Enis,Veter v mrezi (1989)
Angel Julio,Un amante anda suelto (1970)
Carmen Thais,A-List (2006)
Natasha (IX),My Next Funeral (2000)
Osteen Jonathan,Kid Avenger (2003)
Nestoridou Marisa,5 gynaikes gia enan andra (1967)
Robin Kimberly,The Penthouse (2010)
Babbar Raj,Fashion (2008)
Müdespacher Arnold,Margritli und d'Soldate - Ernstes und Heiteres aus der Grenzbesetzung S' 1940 (1941)
Doria Gillian,Foreign Nights (1989)
Holden Marjean,Hostage (2005)
Par Pervin,Soför parçasi (1967)
Francis Carol Ann,More Dogs Than Bones (2000)
Guasch Antonio,El largo invierno (1992)
Krepper Magnus,Om jag vänder mig om (2003)
Vallin Rick,Secrets of a Sorority Girl (1945)
Kôda Riri,Bloody Bathhouse (2011)
Kinoshita Takao (II),Terumae romae (2012)
Hamman Joë,L'attaque d'un train (1910)
Senape Gemarie,Ligaw Liham (2007)
Hooks Michael,Fled (1996)
Hamilton Ashley (I),Beethoven's 2nd (1993)
Morente Soledad,La venta del paraíso (2012)
Engelhardt Wally,Dreamer (1979)
Mapother William,The Burrowers (2008)
Maestre Francisco (I),La mujer de mi vida (2001)
Kim Jin Kyu,Mongdang deulilgayo (1968)
Manolopoulos Grigoris,Parousia B' (2009)
Pons Carles,Tranvía a la Malvarrosa (1997)
Kraßnig Jens,Revision - Apocalypse II (2009)
Gonçalves Milton (I),Couro de Gato (1962)
Jariwala Kishore,Misaal (1985)
Wegner Elena,Winter in Weiterstadt (2004)
Chan Timothy (II),Here Comes the Bride (2010)
Nishizono Yasuhiro,Hatsukoi (2003)
Strusinski Mikolaj,Zabawka (2012)
Peltz Jacob,Max Rules (2005)
Struvay Chloé,Maternelle (2009)
Chain Lil,Naked Gun 33 1/3: The Final Insult (1994)
Jones Peter (I),Carry on England (1976)
Deitsch Al,Therapy (2007/II)
Ulinder Roger,Grayson (2004)
Olivier Laurence,Othello (1965)
Seitz John,Blood and Wine (1996)
DeRamus Camilla,Believe in Me (2006)
Yagmur Mehmet,Katma deger Saban (1985)
Bobrov Dmitriy,Romanovy: Ventsenosnaya semya (2000)
De Silva Pietro,Henry (2010/II)
Hazzard Kyle,Dirt Bikes (1983)
Alatorre Óscar,Carnaval en el trópico (1942)
Fang Yu (IV),Ying xiong wu lei (1980)
Storck Helga,Bandits (1997)
Granger Dorothy,Bet Your Life (1948)
Szabados Nikoleta,Don't Know Daily (2012)
Di Pietra Salvino,Édith et Marcel (1983)
Gordon Robert (V),Bud's Recruit (1918)
Freyburger Jean-Yves,Je préfère qu'on reste amis (2005)
Leawood Bernie,City in Panic (1987)
Aumüller Leni,Legion of the Dead (2001)
Narita Ken,Inuyasha - Guren no houraijima (2004)
Beauclair Claude,Ma femme est formidable (1951)
Toshishige Tsuyoshi,Hachimitsu to kurôbâ (2006)
Emanuel Elzie,Bright Leaf (1950)
Tunström Linus,Blankt vapen (1990)
Garcia Eddie (I),Sa una ang ligaya sa huli ang dusa (1976)
Thornton Kirk,Arcania: Gothic 4 (2010)
Gaskell Carey,Deadline: Medium Rare (2011)
Bhagwan Master,Fiffty Fiffty (1981)
Kaptan Atif,Göçmen çocugu (1952)
Chia Yeow Tong,A Teacher's Rhapsody (2003)
Wright Tristan,Cash Cow (2007)
Haege Georgia Kate,The Affordable Apartment: The Toilet of Tomorrow (2009)
Sennett Mack,Her Father's Pride (1910)
Fazlu (I),Dushmun (1971)
Loti Elisa,Code of Silence (1960)
Rue Kathya,Snowboard Academy (1996)
Mayr Rosl,Hurra - Die Schwedinnen sind da (1978)
Herrmann Julius E.,Hokuspokus (1930)
Braddock-Watson Jill,Class of '91 (2010)
Frost Amanda (I),Deadtime Stories (2011)
Ravey Kathryn,Harry Putter and the Sorcerer's Phone (2007)
Vidor Florence,The Countess Charming (1917)
Schoenhals Albrecht,Der Spieler (1938)
Chateau Michael,Backstage (2010/III)
Fitzhugh Rob,Abigail's Spring (2008)
Proctor Marland,Psychic Killer (1975)
Chen Judy W.,Lethal Force (2001)
Gan Gary Eng Hong,Forever Fever (1998)
Mauloy Georges,Aux jardins de Murcie (1936)
Pace Nino,Squire Bill (2010)
Manalo Jerome,Spirit Warriors: The Shortcut (2003)
Nan Hong,A Bachelor's Love Affair (1953)
Conti Albert (I),Show People (1928)
Guy Jasmine,School Daze (1988)
Matos David (I),Quarter to Ten (2004)
Carter Nathaniel,Her Name Is Angela (2009)
Karwoski Kevin,Final Redemption (2002)
Maropis Adoni,Francis Hamper (2006)
Mainhall Harry,Twilight (1912)
Rasheki Ali,Emir (2010)
Quigley Mo,Dorian Blues (2004)
Rohr Tony,The Butcher Boy (1997)
O'Shea Erin,Percy Street BBQ (2009)
Delaney Victoria (I),Martini (2001)
Francés José (I),El señor feudal (1925)
Mitchell Sue (III),Pride of Caldwell (2012)
Glynn Catherine,3:16 (2006)
Parker Willard,Relentless (1948)
Otegui Juan Martín,Agnus dei (2006)
Froman Jay,I Need a Man (1967)
Gammel Moa,Sommaren med Göran (2009)
Gloudon Ancile,Piranha Part Two: The Spawning (1981)
Rychagova Natalya,Vozvrashcheniye 'Svyatogo Luki' (1970)
Karim Alexander,42 (2013)
Stunnenberg Coby,Zjoek: De kunst van het vergeten (1987)
Schindler Christina (III),Fahrt ans Ende der Nacht (2013)
Blenis Sarah Lynn,Soledad (2000)
Lamprecht Don,Die Marmerpoel (1972)
Hasse O.E.,Berliner Ballade (1948)
Kyson James,Shutter (2008/I)
Lukács Sr. Miklós,Papírrepülôk (2009)
McDowall Roddy,John Halifax (1938)
David Keith (I),Off Limits (1988)
Werner Gustl,Das unsterbliche Antlitz (1947)
Bauer Jenni,Masters of the Universe: The Trials of Darksmoke (2013)
Caton Robert Randolph,Gods and Generals (2003)
Case Jacqueline,The Flintstones in Viva Rock Vegas (2000)
Duke Chris,Boxed (2004)
Sváb-Malostranský Josef,Kedlubnový kavalír (1928)
Esfahani Akbar,Gard-e vizheh (1995)
Lovemore Leo,Teenage Twins (1976)
Cortez Rez,Enteng-Anting (1980)
Widner ErinRose,T.H.E.S.P.I.A.N. (2008)
Green Kara (II),Herman & Shelly (2011)
Aby,Sainyam (1993)
Hammill Jane,Charlie (2012/I)
Kuo Cheng-ru,Lang zi de yan lei (1980)
Snow Marguerite,Count Ivan and the Waitress (1911)
Halberg Lars,Moon 44 (1990)
Balák Margit,A kétfenekü dob (1978)
Frid Jonathan,Dark Shadows (2012)
Fancy Richard,Midnight Clear (2006)
Tse Christina,Tatlong mabilis sa Hong Kong (1965)
Clark Davison,The King Steps Out (1936)
Shivraj (I),Bandie (1978)
Morena Mona,Dear kuya Cesar (1968)
Valandrey Charlotte,Le bal des actrices (2009)
Wayne William (II),Switch and Hedges (2009)
Roberts Arthur (II),Midnight Movie (2008)
Conaty James,The Fighting 69th (1940)
Deace Steve,Split: A Divided America (2008)
Bjerre-Lind Maja,Atlantis (1913)
Brown Logan (VIII),Stranded (2005)
Davis Brian (I),The Karate Kid (1984)
Kubalová Marie,Cesta z mesta (2000)
Bolívar Francisco,¿Porqué Dejaron a Nacho? (2012)
Simoy Justin,Sa piling ng aswang (1999)
Raita Marjatta,Uunon huikeat poikamiesvuodet maaseudulla (1990)
Millsap Isaac,Tiger (1997)
Brooks Jr. Les,Suika (2010)
Kell Patricia,Art or Love (2013)
Godfrey Paul (IV),Sleep Tight Jack (2009)
Billquist Fritiof,Blyge Anton (1940)
Arrighi Nike,Bubù (1972)
Mardanova T.,Kandlilar (1939)
Van Meter Don,A Few Brains More (2012)
Mehta Kishan (I),Upaasna (1971)
Cowan Ben,Nexus: The Jupiter Incident (2004)
Ribeiro Audrie,Glitch! (1988)
Pollak Cheryl,The Maze (1997)
Stratigos Stephanos,Tapeinos kai katafronemenos (1968)
Bisi Niccolò,Il vincitore - The winner (2010)
Hsu Stephanie,Obelisk Road (2009)
Champion (II),Rovin' Tumbleweeds (1939)
Takahashi Mai,Denpo-biyori (2011)
Parkins Barbara,Katy la oruga (1984)
Luna Barbara (II),Harangin si Cain (1978)
Khan Odette,Pitong gamol (1991)
Charlesworth John (I),No Safety Ahead (1959)
James Brion (I),Mutator (1989)
Simonini Margherita,Una ragazza piuttosto complicata (1969)
Vega Brandon Michael,Spin (2007/I)
Kipper Doron,The Last Flight (2005)
Gold Karen (I),King Frat (1979)
Visel Thomas,Z Corps (2011)
Dussollier André,Mon ami le traître (1988)
Motola Gaby,Intergalactic Combat (2007)
Delaney Charles (I),The Lonesome Trail (1930)
Schramm Walter,Der Ochse von Kulm (1955)
Natheaux Louis,Riding High (1950)
Shi Jing-ming,Piao liang ma ma (2000)
Hadar Yael,Tzomet volkan (1999)
Hu Dou,Hei shou tao (1966)
Kolokoltsev Vladimir (I),Pryzhok na zare (1960)
Crosby Wade,Monkey Businessmen (1946)
Peyrac Jacques (I),Un ragazzo di Calabria (1987)
Campbell Elizabeth (III),Las sicodélicas (1968)
Harrison Matthew (III),Night at the Museum (2006)
Coronado José,Goya en Burdeos (1999)
Chiba Jirô,Kaette kita onna hissatsu ken (1975)
Night Madelyn,Vice Girls (1997)
Morris Lana,Jet Storm (1959)
Nielsen Peter (II),Penge (1916)
Simmons Dick,Lassie's Great Adventure (1963)
Minato Kevin,Bike Trials: Regaining Balance (2009)
Lundvall Adèle,Lång-Lasse i Delsbo (1949)
Christ Joe,My Struggle (2000)
Jaree Angie,Catwoman (2004)
Flynn Charles (I),Love That Brute (1950)
Knaggs Skelton,Terror by Night (1946)
Garmash Sergey,A poutru oni prosnulis (2003)
Salcedo Edgar,Kamatayan ko ang ibigin ka (1968)
Parham William J.,The Firm (1993)
Salazar Leonard,Dbl Rein-Beau (2002)
Sheridan Joe,Joan of Arc (1999)
Holst Ina,Die Schimmelreiter (2008)
Gilbert Yves Marc,Les bijoux de famille (1975)
Jean Loretta,CB4 (1993)
Forde Eugenie,Across the Desert (1915)
Braeden Eric (I),Colossus: The Forbin Project (1970)
Bailey Marion,Don't Get Me Started (1994)
Toyota Masahiro,Gekidan Bakudan Kudanshita (2002)
Margotta Michael,The Strawberry Statement (1970)
Miyamura Yûko,Shinseiki evangelion: Koutetsu no girlfriend (1998)
Finch Veronica,The Servant Problem; or How Mr. Bullington Ran the House (1912)
Lee Loletta,Meng gui fo tiao qiang (1988)
Banks Monty,Nearly Married (1920)
Erici Sten,Lilja 4-ever (2002)
Brockhohn Jimmy,Sweet Land (2005)
Norton Joel (II),In the Grid (2009)
Norton Edgar,Dracula's Daughter (1936)
Flowers Bess,I Found Stella Parish (1935)
Ouchani Farida,Comme t'y es belle! (2006)
Sen Ali,Askin gözyaslari (1966)
Muraco James,American Surfrider (2008)
McLean Jane,Smokeless (2012)
Kawagley Angayuqaq Oscar,Salmonberries (1991)
Striebeck Jochen,Heller Wahn (1983)
Foxx Sandy,Teenage Beauties (1976)
Bennett Wilda (I),The Lady Eve (1941)
Braswell Erin,Night of the Living Dead: Origins 3D (2013)
Maxudian Max,La fontaine des amours (1924)
Eberhard Fabrice,Train d'enfer (1985)
McGuire Marcy,Higher and Higher (1943)
Leahy Eugene,The End of the Road (1957)
Bendarjevskiy Anton,Csernobil öröksége: a Zóna (2011)
Hoger Hannelore,Long Hello and Short Goodbye (1999)
Moss Elisabeth,New Orleans Mon Amour (2008)
Charles Sam (III),Skateboards and Spandex (2010)
Dekker Truus,Vroeger is dood (1987)
Solter Andrea,Zirri - Das Wolkenschaf (1993)
Harvey Harry (II),Mama Loves Papa (1945)
Sundarrajan Major,Pathukappu (1970)
Craig Daniel (I),Obsession (1997)
Khotse Aaron Motaung,Red Dust (2004)
Havlová Dagmar,Co je doma to se pocítá pánové... (1980)
Kucera Jaromír,Pul domu bez zenicha (1981)
Sinn Richard,Underground (2010)
Rausch John (I),The Passage (2000)
Tzifos Giorgos,Nomos 4000 (1962)
Makarenko Daniel,Tevya (1939)
Marchand Guy,La boîte (2001)
Lin Feng-Jiao,Cai yun zai fei yue (1977)
Kartal Kazim,Silahlari ellerinde öldüler (1967)
Mills Jacqueline (II),Heavy Traffic (1973)
Khan Sonia,Bird Co. Media (2013)
O'Rear Jim,Torture Room (2007)
Kameyama Tatsuya,Hissatsu onna kenshi (1976)
Blon-Metzinger Emilie,Un oiseau dans la bouche (2008)
Gill Basil,Keeper of the Door (1919)
Banks Perry,The Strength o' Ten (1914)
Wolf Friedrich (I),Anna Susanna (1953)
Kotsiris Labros,I daskala me ta xantha mallia (1969)
Dubreuil Leslie,Go with Le Flo (2013)
Pöysti Lasse,Vita lögner (1995)
Kao Nien-kuo,Shei gan re wo (1981)
Asrani,Mere Apne (1971)
Ford Luke (II),Face to Face (2011)
Ólafsson Hörður Ellert,Ferðin (2002)
Kulyamin Aleksandr,Strelets neprikayannyy (1993)
Nield Nicole,The Unseelie Court (2002)
Liang Yui,Shen jing dao (1969)
Casares María,La lectrice (1988)
Camps Alicia,El día de los Albañiles III (1987)
Soracco Carlo,Logos (2013)
MacDonald Adam (IV),Flounder (2006)
Berling Charles,La marche de l'empereur (2005)
Kuhlman Richard,The Sender (1998)
Shaheen Ilham,Omahat fi al manfa (1981)
Stevens Corey (II),Red State (2011)
Beatty Kyle,Hollywood Hustle (2008)
Crescentini Carolina,I demoni di San Pietroburgo (2008)
Rodríguez Claudio (I),El milagro de P. Tinto (1998)
Boyer Adam,Passion Play (2007)
Muray R.,Le crabe aux pinces d'or (1947)
Caillaud Baptiste,Colisée (2007)
Franci Laura,Pierino contro tutti (1981)
Caruso Anthony (I),El sabor de la venganza (1971)
Mui Yee,Hao hua shi jia (1954)
Wilcox Daniel,Unforgettable Romance (2004)
Chinh Kieu,First Daughter (1997)
Wiruth Theresa,The Mountain the River and the Road (2009)
Costales Larry M.,Asad (2007)
Ashbrook Dana,The Aggression Scale (2012)
Ignez Helena,Um Homem e Sua Jaula (1969)
Puyol Francisco,Las inquietudes de Shanti Andía (1947)
Hagi Tom,Keshet Beanan (2012)
Mayr Rosl,Massagesalon der jungen Mädchen (1972)
Clark Steven (II),Security Risk (1954)
Morales Concepcion,The Tehuacan Project (2007)
Murai Ryouta,Towairaito shindorômu: Deddo kurûzu (2008)
Le Mille Doug,New Year's Evil (1980)
Sulak Phil,Ultima VII Part Two: Serpent Isle (1993)
Marecková Ludmila,Prázdniny pro psa (1981)
Berghagen Lasse,Bert - Den siste oskulden (1995)
Buckley Buz,They All Come Out (1939)
Savinykh V.,Proshchayte golubi (1961)
Schrøder Christian,En Skilsmisse (1915)
Thompson Bill (I),Deputy Droopy (1955)
Wifstrand Naima,För min heta ungdoms skull (1952)
Oakman Wheeler,When the Cook Fell Ill (1914)
Stasiak Patricia,Who Is KK Downey? (2008)
Bohr Frederike,Vassko - Irgendwo im Nirgendwo (2006)
Riley Jack (II),The Long Goodbye (1973)
Lesniak Michal,Dolina szczescia (1985)
Chevalme Cédric,L'emmerdeur (2008)
Riccaboni Catia,Corps et âmes (1994)
Olmedo Jesús,Nadie conoce a nadie (1999)
Uhlfelder Scott,Hoodoo for Voodoo (2006)
Toro Miguel (II),La filosofía del mar (2009)
Gontovnik Mónica,Tuscaloosa (2002)
Rodriquez Chris (II),Silent (2008)
Lopata Terry,Innsmouth Legacy (2004)
Borden Pete,Return of the Jackalope (2006)
Lelkes Ágnes,Merénylet (1960)
Hefter Abe,The Raffle (1994)
Allison Bren,Stragglers (2004)
Weltzien Roman,Befreite Zone (2003)
Murata Hirotoshi,Nikkatsu kôshinkyoku: Undô hen (1929)
Beerhenke Hans,5 Flaschen für Angelika (1981)
Gil Gilbert,Les grands (1936)
Brooke Van Dyke,The Adventure of the Retired Army Colonel (1912)
Curtis Billy (I),Limelight (1952)
Stenner Nikki,Emma's Story (2010)
Ajay (IX),Vaana (2008)
Williams Michael Kenneth,The Incredible Hulk (2008)
Garet Jedd,Underground U.S.A. (1980)
Blue Monte,Road to Singapore (1940)
Özatay Turgut,Devlet kusu (1964)
Shpigel Grigori,Semya Oppengeym (1939)
Barra Gianfranco,Il pranzo della domenica (2003)
Weeden April,Mo Ye Premye (2010)
Lagrone Sam,Fool (2005)
Williams Bob (XXXIX),WTC View (2005)
Vera Hilda,Entre sábado y domingo (1965)
Hunter Larry (I),Olga's Dance Hall Girls (1969)
Sounalath Brian,The Only Girl (2008)
La Var Ellin,The Bodyguard (1992)
Zdraveski Kiril,Klosari i plakati (1994)
Lin Wei Tu,Da jun fa (1972)
Dyrup Lyng,Los abrazos rotos (2009)
Bottaro Patrick,Take-Out (2008)
Yosin Anna,Back Alive (2010)
Kiyokawa Nijiko,Yoru o kakete (2002)
Singh Sonny (I),Curse of the Crystal Eye (1991)
Kean Ras,Gums (1976)
Au Hin-Wai,Supercapitalist (2012)
Burghardt Theodor,Fridericus Rex - 2. Teil: Vater und Sohn (1922)
Levantal François,Sheitan (2006)
Magel Hans,Auferstehung (1958)
Milinkovic Predrag,Neka druga zena (1981)
Petti Giovanni,Giro girotondo... con il sesso è bello il mondo (1975)
ViaFranco Mark,Cut Time (2011)
Zielinski Patrick (I),Nothing Like the Holidays (2008)
Burbano Luis,B.F.F (2011)
Fék Erika,Egy teljes nap (1988)
Seaberry Markus,The Importance of Being Russell (2006)
Jurdová Bela,Punta a ctyrlístek (1955)
Joy Nicholas (I),The Sun Comes Up (1949)
Nümm Adam,Notorious F.R.O.G. (2011)
Flavin James,Beloved (1934)
Ching Miao,Qiao tan nu jiao wa (1977)
Ramallah Underground,The Furious Force of Rhymes (2010)
McDonald Francis (I),Viva Villa! (1934)
Shevtsov George,Renegades: Fragments from a Diary of Three Years Experience 1970-73 (1974)
Benjamen,Le cavaleur (1979)
Hewston Alfred,Out of the West (1926)
Eleazari Helen,Etz Hadomim Tafus (1995)
Brahmachari,Aaina (1977)
Flowers Bess,Crime Doctor (1943)
Gladunko Lyudmila,Poruchit generalu Nesterovu (1984)
Bockholdt Chad,Eden Iowa (2010)
Luccioni José,Les volets clos (1973)
Kettasangkha Napassakorn,Somtum (2008)
Lepanto José,Heinz im Mond (1934)
Garcia Celeste (II),Z: A Zombie Musical (2007)
Vella Vinny,The Red Corvette (2011)
Hitchcock Charles,A Soul Reclaimed (1912)
Lopez Jerry (III),Warfreak (1998)
Renoir Pierre,Le patriote (1938)
Kim Se-han,Yesu (1998)
Mowbray Alan,Merrily We Live (1938)
Sartre Jean-Paul,La vie commence demain (1952)
Buda Julien,Friendship's Labour's Lost (2011)
Young Sung Lap,Qiu yue (1992)
Morris Phil (I),The Sopranos: Road to Respect (2006)
Mammootty,Thuruppu Gulan (2006)
Amici Enrica,Choas Men (2012)
Pant Kumud,Svengali (2013)
Murtovaara Rainer,Koskenkorva Cowboys (1992)
Swierzynski Slawomir,Kochaj i rób co chcesz (1998)
Lewis Greg (I),The Waiter (1993/I)
DeMedeiros Rodrigo,Love and War (2011)
Lucas Josh (I),I Fought the Law (2013)
Bromley Sheila,Torture Ship (1939)
Gaede Joan,Class of Nuke 'Em High Part II: Subhumanoid Meltdown (1991)
Shea Gloria,Men of Action (1935)
Piton Nadège,Je vous hais petites filles (2008)
Maciel Antonio,El mar y tú (1952)
Castro Izilda,Meu Destino em Tuas Mãos (1963)
Barraza José Luis,Caso terminal (2006)
Oktay Hamdi,Selahattin eyyubi (1969)
Billa Salvatore,Ciakmull - L'uomo della vendetta (1970)
Cortez Rez,Mga patapon (1980)
McClary Clyde,Valley of Terror (1937)
Okamura Yôichi,Rôkaru bôizu (2010)
Nishioka Tokuma,Gojira vs. Kingu Gidorâ (1991)
Fassy Fernanda,Le due rose (1919)
Howard Thomas (I),A Soldier's Story (1984)
Sherman Lowell,Lost at Sea (1928)
Dahlgren Tom,The Godfather: Part II (1974)
Espino Edmundo,María Magdalena pecadora de Magdala (1946)
Moriwaki Kazunari,Issho asonde kurashitai (1998)
Kennedy Julie (II),Comeuppance (2003)
Cooper Kip,Riders of the Rio Grande (1929)
Dianco Charlotte,Taksikab (2011)
Cuesta Anthony,The Hillside Strangler (2004)
Matthews Dakin,Bean (1997)
Pasquali Alberto,La peccatrice casta (1919)
Quattlebaum Andrew,Popsicles and Purplenurples (2009)
Cervantes Martha Elena,El violetero (1960)
Evagorou Alexia,To tama (2001)
Hammad Arezki,Machano (1995)
Alexandre Brandy,Sexual Olympics 2 (1992)
Lambert Chloé,Un bisou pour le monde (2007)
Kagan Randy,A.P.E.X. (1994)
Karish Bob,Das war mal - The Has Been (2005)
Schmidt Eva (VIII),Ljudozder vegetarijanac (2012)
Dion Franck,Femmes de personne (1984)
Bilgiç Necati,Karartma geceleri (1990)
McWhirter Jillian,The Underground (1997)
Daniel Paul K.,The Last Resort (2009/II)
Potier Waldemar,Das Weib des Pharao (1922)
Carne Ramón,La horda (1969)
Johnson Fred (I),Treasure Hunt (1952)
Kelkar Dhawal,Zindagi Ek Juaa (1992)
Antonio Gino,Ang nusog at 3 itlog (1987)
Payne Bobbie,The Demon's Rook (2013)
Bergen Bob (I),Looney Tunes: Space Race (2000)
Elizondo Joaquin,The Loves of Carmen (1948)
LaBossiere Robert,Hotties (2004)
Utsi Nils,Kautokeino-opprøret (2008)
Brombacher Peter,Domino (1982)
Clive E.E.,Bulldog Drummond Strikes Back (1934)
Hitchcock Skitch,Freewheelin' (1976)
Naderi Ziba,Mikhaham zende bemanam (1995)
Zaborowska Danuta,Spokojne lata (1982)
Laakso Rakel,Punainen viiva (1959)
Ranibala,Nara Narayana (1939)
Rose Roger (I),Marvel: Ultimate Alliance (2006)
Gregg Alan (I),Gang Busters (1942)
Ciaravino Ralph,Raspberry & Lavender (2004)
Egyed Lenke,És a vakok látnak... (1944)
Blondell Tony Curtis,The Wallet (2012)
Ooya Tyson,Bakumatsu roman: Gekka no kenshi (1997)
Güney Salih,Aglayan kadin (1967)
Moze Doreen,Rana: The Legend of Shadow Lake (1975)
Yana Nobuo,Nihon yakuza-den: Sôchiyô e no michi (1971)
Farnum William,Tropical Nights (1928)
Hillis Rib,Abeo Pharisee (2012)
Conlin Jimmy,Out of the Fog (1941)
Duffy Claudia (I),Meeting Place (2012)
di'Saster Natural,The Great Incarcerator Part 1: Dark Little Secret (2011)
Fay Jimmy,Princess O'Hara (1935)
Li Kun,Lan yu hei (Shang)
Lee-shin Yeh,Den Tigerfrauen wachsen Flügel (2005)
Vishinsky Shlomo,Te'alat Blaumilch (1969)
Saira Riaa,Theevram (2012)
Diana Riccardo,La monaca di Monza (1987)
Aarma Jüri,Pihlakaväravad (1982)
Lapuz Marnie,No Other Woman (2011)
Sowards George,Brand of Fear (1949)
Kaçamak Begüm,La Rupture (2012)
Lennon Sr. Jimmy,Iron Man (1951)
Roque Melinda,Ang magsasaging (1970)
Barbero Aldo,Schafhaus casa de ovejas (2011)
Leigh Frank,The Hucksters (1947)
Nolen Max,Office Trip (2011)
Roby Paul (I),Un nuage entre les dents (1974)
Rißmann Jürgen,Barfuss (2005)
Pupella Mario,Sins Expiation (2012)
Collins Cora Sue,Johnny Doughboy (1942)
Örkényi Éva,Különös házasság (1951)
Leiser Herbert,Kinder der Landstrasse (1992)
Ames Elsie,The Spook Speaks (1940)
Garbo Ingrid,Turistas y bribones (1969)
Rothammer Mathias,Der Fall Lucona (1993)
Fong Henry (II),Boli zhi cheng (1998)
Välsänen Anna,Highway Society (2000)
Cruz Yomary,Red vs. Blue Season 9 (2011)
Sprinkle Annie,The Golden Boat (1990)
McNeil Jake,Life After Death (2010/II)
Efekan Efgan,Ölümlü dünya (1960)
Lamarr Hedy,H.M. Pulham Esq. (1941)
Godfrey Phyllis,My Girl Tisa (1948)
Di Giuseppe Alice,Buon Natale... Buon anno (1989)
Kelly Helen (I),Dreamscape (1984)
Bateman Courtney,Tomboy (2008/I)
Jouanny Jean-Pierre,Taming the Apex (2012)
Blake Richard (VII),Mayhem (2012)
Freeman Scott (I),No Way Out (1987)
Satomi Yôko,Dorei shiiku: Hentai shaburi mesu (2011)
West Matt (I),A Chorus Line (1985)
Davis Essie,Burning Man (2011)
Shroff Jackie,Heera Panna (1973)
Negri Pouget Fernanda,Otello (1906)
Matheson Murray,Flight to Tangier (1953)
Trumbo Dalton,The Prowler (1951)
Holmes Eve (III),Hoochie Mamma Drama (2008)
Jones Ben York,Like Crazy (2011)
Zelenohorská Jitka,Na pytlacke stezce (1981)
Yoshioka Tomoko,Kanmai no shima (2002)
Aragozzini Gigliola,Laura non c'è (1998)
Johnstreet Robert,Missing (1982)
Edlund Kris,Fifty Dead Men Walking (2008)
Vaser Vittorio,Il vagabondo (1941)
Seven Bionca,Tales by Taylor (1989)
Clark Cliff (I),Mr. Imperium (1951)
Tansan Burak,It's a Young Country: Turkey and Akbank (2009)
Hung Ling Ling,Kong que wang chao (1979)
Chakraborty Mithun (I),Kalpurush (2005)
Simons Ingrid,Ja zuster nee zuster (2002)
Brasseur Claude (I),La banquière (1980)
Choudhury Sailen,Nartaki (1940/I)
Fábián Miklós (I),A halálraítélt (1989)
Raspe Johannes,The Tourist (2006/I)
Pellea Amza,Osânda (1976)
Hörbiger Mavie,Zsa Zsa (2001)
William King,Pueblo sin suerte (2002)
Dur Poldi,Margin for Error (1943)
Waters Jonathan,I'm Sorry Mr. Reeves (2005)
Sumner Geoffrey (I),Dark Secret (1949)
Bryna Eve,Ultra Flesh (1980)
Dray Albert,Le pari (1997)
Dassin Julie,Un homme de trop (1967)
Tomassini Pierre,Anna Makossa (1980)
Ralli Aldo,Delitto a Porta Romana (1980)
Takeda Haruo,Jinsei no onimotsu (1935)
Moore Roger (II),Old Vamps for New (1930)
Tomesek Mark,The Smell of Success (2009)
Sumika Yumi,Shôrinji kenpô (1976)
Raju Captain,Kabuliwala (1993)
Bailey Kai,The Bikini Carwash Company II (1993)
Martirosyan Georgi,Lyubit po-russki 2 (1996)
Becker Lutz (I),Uneasy Dreams: The Life of Mr. Pickwick (1970)
